"Track","RaceNumber","HorsesRunning"
"FL","2","9"
"FL","4","11"
"FL","5","10"
"FL","6","9"
"FL","7","10"
"FL","8","9"
"FL","9","10"
"MNR","4","9"
"MNR","6","10"
"MNR","8","11"
"MVR","6","10"
"MVR","7","13"
"MVR","8","12"
"PRX","4","12"
"PRX","5","10"
"PRX","6","10"
"PRX","7","10"
"PRX","8","9"
"PRX","9","11"
"PRX","10","10"
"RP","5","12"
"RP","6","9"
"RP","7","9"
"RP","8","9"
"TUP","5","9"
"TUP","7","9"
"TUP","8","10"
"ZIA","1","12"
"ZIA","2","9"
"ZIA","3","12"
"ZIA","4","9"
"ZIA","8","9"
"ZIA","9","10"
"ZIA","10","12"
