"Track","RaceNumber","HorsesRunning"
"ARP","3","9"
"ARP","5","13"
"ARP","6","9"
"CNL","5","9"
"CNL","6","14"
"CNL","7","14"
"CNL","8","9"
"CNL","9","13"
"CNL","10","10"
"CNL","11","10"
"DEL","3","9"
"DEL","4","9"
"DEL","6","10"
"DEL","8","9"
"DMR","3","10"
"DMR","4","14"
"DMR","5","12"
"DMR","6","14"
"DMR","7","12"
"DMR","9","9"
"DMR","10","14"
"FL","7","10"
"FP","2","9"
"FP","3","10"
"FP","5","9"
"IND","2","9"
"IND","3","14"
"IND","4","13"
"IND","5","9"
"IND","6","12"
"IND","7","10"
"IND","8","14"
"IND","9","12"
"LAD","3","9"
"LAD","5","10"
"LAD","7","10"
"LS","1","11"
"LS","4","11"
"LS","5","10"
"LS","6","11"
"LS","7","10"
"LS","8","10"
"LS","9","11"
"MNR","1","11"
"MNR","2","9"
"MNR","3","9"
"PID","4","13"
"PID","5","9"
"PID","6","9"
"PID","7","11"
"PID","8","13"
"PRM","3","9"
"PRX","2","9"
"PRX","4","10"
"PRX","6","9"
"PRX","7","12"
"PRX","9","13"
"PRX","11","10"
"PRX","12","14"
"TDN","1","13"
"TDN","2","9"
"TDN","3","9"
"TDN","5","9"
"TDN","6","10"
"TDN","8","9"
