"Track","RaceNumber","HorsesRunning"
"BEL","6","11"
"BEL","9","12"
"BTP","8","10"
"CD","4","9"
"CD","6","10"
"CD","7","9"
"CD","8","11"
"CT","3","9"
"CT","5","9"
"CT","6","10"
"CT","7","9"
"CT","8","10"
"EVD","3","11"
"EVD","4","11"
"EVD","5","10"
"EVD","7","9"
"EVD","8","9"
"HOU","2","10"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","7","10"
"HOU","8","10"
"HOU","9","9"
"HOU","10","10"
"IND","4","10"
"IND","6","12"
"IND","8","10"
"IND","9","12"
"LS","5","11"
"LS","8","12"
"PIM","2","16"
"PIM","4","13"
"PIM","5","11"
"PIM","7","11"
"RP","1","9"
"RP","2","10"
"RP","3","10"
"RP","4","10"
"RP","5","12"
"RP","7","10"
"RP","8","10"
"RP","9","10"
"RP","10","10"
"RP","11","10"
"RP","12","10"
