"Track","RaceNumber","HorsesRunning"
"AQU","2","9"
"AQU","4","11"
"AQU","7","11"
"AQU","8","13"
"CT","5","9"
"CT","7","9"
"CT","8","9"
"DED","2","10"
"DED","3","11"
"DED","4","9"
"DED","5","11"
"DED","6","9"
"DED","7","11"
"DED","8","11"
"DED","9","12"
"GP","3","10"
"GP","5","9"
"GP","8","13"
"KEE","2","9"
"KEE","6","16"
"KEE","8","13"
"KEE","9","10"
"LRL","2","9"
"LRL","4","9"
"LRL","5","13"
"LRL","6","11"
"LRL","7","11"
"LRL","8","9"
"OP","1","12"
"OP","3","10"
"OP","4","10"
"OP","5","9"
"OP","6","9"
"OP","7","11"
"OP","9","14"
"RP","2","10"
"RP","5","10"
"RP","7","10"
"RP","8","10"
"RP","9","10"
"RP","10","9"
"RP","11","12"
"TUP","6","12"
"TUP","8","12"
"TUP","9","9"
