"Track","RaceNumber","HorsesRunning"
"ARP","2","10"
"ARP","3","10"
"ARP","4","10"
"ARP","5","10"
"ARP","9","10"
"ARP","10","11"
"CBY","4","9"
"CBY","8","9"
"DEL","3","10"
"DEL","5","14"
"DEL","6","9"
"DEL","7","14"
"FL","3","9"
"FL","4","11"
"FL","5","12"
"FL","6","10"
"FL","7","9"
"FL","8","14"
"FP","5","10"
"FP","7","10"
"IND","4","9"
"IND","5","12"
"IND","7","12"
"IND","8","9"
"IND","9","14"
"IND","10","11"
"IND","11","9"
"LAD","4","12"
"LAD","6","9"
"LAD","7","9"
"MNR","1","11"
"MNR","2","10"
"MNR","3","10"
"MNR","5","10"
"MNR","7","10"
"MNR","8","9"
"MNR","9","12"
"PID","4","9"
"PID","5","9"
"PID","6","9"
"PID","7","9"
"PID","8","11"
"PRX","4","12"
"PRX","5","10"
"PRX","6","12"
"PRX","7","10"
"PRX","9","13"
"PRX","10","9"
