"Track","RaceNumber","HorsesRunning"
"AQU","2","9"
"AQU","4","9"
"AQU","5","15"
"AQU","8","9"
"AQU","9","13"
"FG","4","9"
"FG","5","9"
"FG","7","9"
"FG","9","12"
"GP","1","9"
"GP","4","16"
"GP","5","16"
"GP","6","9"
"GP","9","13"
"GP","10","9"
"HAW","3","9"
"HAW","4","10"
"HAW","6","9"
"HAW","8","9"
"HAW","9","11"
"LA","10","10"
"LRL","1","16"
"LRL","2","9"
"LRL","3","12"
"LRL","4","9"
"LRL","5","12"
"LRL","6","9"
"LRL","7","10"
"LRL","9","10"
"OP","2","10"
"OP","4","11"
"OP","5","14"
"OP","7","12"
"OP","9","11"
"TP","1","10"
"TP","2","13"
"TP","4","10"
"TP","5","13"
"TP","6","12"
"TP","7","11"
"TP","8","13"
