"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-05-21","AP","1","All Weather Track","Mike's Lady"," 1 ","1","7-2","Constantino Roman","Michael Reavis"
"2021-05-21","AP","1","All Weather Track","Lady Creed"," 2 ","2","4-1","Rocco Bowen","Karyn Wittek"
"2021-05-21","AP","1","All Weather Track","Silver Sully"," 3 ","3","8-1","Diego Sanchez","Gerald Brooks"
"2021-05-21","AP","1","All Weather Track","Global Monopoly"," 4 ","4","12-1","Christopher Emigh","Gennadi Dorochenko"
"2021-05-21","AP","1","All Weather Track","Irina's Hero"," 5 ","5","6-1","Joseph Berrios","Manny Perez"
"2021-05-21","AP","1","All Weather Track","Full of Heart"," 6 ","6","20-1","Carlos Ulloa","Fernando Bahena"
"2021-05-21","AP","1","All Weather Track","Laska"," 7 ","7","6-5","Julio Felix","Ben Delong"
"2021-05-21","AP","2","Turf","Lastfortinofamily"," 1 ","1","20-1","Pablo Morales","Dee Poulos"
"2021-05-21","AP","2","Turf","Violent Fight"," 2 ","2","6-1","Julio Felix","Chris Banks"
"2021-05-21","AP","2","Turf","Smiling Silas"," 3 ","3","9-2","Declan Carroll","Michael Stidham"
"2021-05-21","AP","2","Turf","Battle Creek"," 4 ","4","6-1","Jose Lopez","Alnaz Ali"
"2021-05-21","AP","2","Turf","Zawadi"," 5 ","5","8-1","Alex Achard","Kenneth Summerville"
"2021-05-21","AP","2","Turf","Coming Up Aces"," 6 ","6","10-1","Jareth Loveberry","Patti Miller"
"2021-05-21","AP","2","Turf","Soviet"," 7 ","7","10-1","Joseph Berrios","Manny Perez"
"2021-05-21","AP","2","Turf","Half Cocked"," 8 ","8","15-1","Jermaine Bridgmohan","Michael Puhich"
"2021-05-21","AP","2","Turf","Pocket Player"," 9 ","9","6-1","Uriel Lopez","J. Wilborn"
"2021-05-21","AP","2","Turf","Night Things","10 ","10","7-2","Christopher Emigh","Brittany Vanden Berg"
"2021-05-21","AP","2","Turf","High Spirits","11 ","11","15-1","Edgar Perez","Dee Poulos"
"2021-05-21","AP","2","Turf","Draw the Line","12 ","12","12-1","Joshua Morales","John Haran"
"2021-05-21","AP","3","All Weather Track","Angelino"," 1 ","1","5-1","Diego Sanchez","Manny Perez"
"2021-05-21","AP","3","All Weather Track","Saturdays Hangover"," 2 ","2","30-1","Joseph Berrios","Manny Perez"
"2021-05-21","AP","3","All Weather Track","Kichiro"," 3 ","3","12-1","Pablo Morales","Gerald Brooks"
"2021-05-21","AP","3","All Weather Track","Christian C"," 4 ","4","7-2","Jareth Loveberry","Larry Rivelli"
"2021-05-21","AP","3","All Weather Track","Driver Dan"," 5 ","5","10-1","Juan Molina, Jr.","Earl Hughes"
"2021-05-21","AP","3","All Weather Track","Citali"," 6 ","6","12-1","Julio Felix","Eduardo Rodriguez"
"2021-05-21","AP","3","All Weather Track","Inclusive"," 7 ","7","6-1","Declan Carroll","Leonard Slager"
"2021-05-21","AP","3","All Weather Track","Cadet Captain"," 8 ","8","4-1","Isaiah Wiseman","Jon Cowan"
"2021-05-21","AP","3","All Weather Track","Call the Colonel"," 9 ","9","15-1","Samuel Camacho, Jr.","Jon Cowan"
"2021-05-21","AP","3","All Weather Track","Landofthepharaohs","10 ","10","20-1","Albert Lopez","Carlos Silva"
"2021-05-21","AP","3","All Weather Track","Power Cry","11 ","11","30-1","Javier Tavares","Leonard Slager"
"2021-05-21","AP","3","All Weather Track","Fort Ridge","12 ","12","6-1","Eduardo Gallardo","Ingrid Mason"
"2021-05-21","AP","4","Turf","Upham"," 1 ","1","5-1","Pablo Morales","Carlos Silva"
"2021-05-21","AP","4","Turf","Ioya Again"," 2 ","2","6-1","Jose Lopez","Chris Block"
"2021-05-21","AP","4","Turf","Curlington"," 3 ","3","3-1","Julio Felix","Eduardo Rodriguez"
"2021-05-21","AP","4","Turf","Fly Nightly"," 4 ","4","2-1","Declan Carroll","Michael Stidham"
"2021-05-21","AP","4","Turf","Overpraise"," 5 ","5","8-1","Jareth Loveberry","Chris Banks"
"2021-05-21","AP","4","Turf","Campioni"," 6 ","6","12-1","Diego Sanchez","Patti Miller"
"2021-05-21","AP","4","Turf","Tuff Attack"," 7 ","7","10-1","Constantino Roman","Vance Childers"
"2021-05-21","AP","4","Turf","Canihaveitlikethat"," 8 ","8","10-1","Edgar Perez","Eduardo Rodriguez"
"2021-05-21","AP","4","Turf","Its My Bag Baby"," 9 ","9","5-1","Eduardo Gallardo","Ingrid Mason"
"2021-05-21","AP","5","All Weather Track","Let's Cruise"," 1 ","1","5-1","Julio Felix","Hugh Robertson"
"2021-05-21","AP","5","All Weather Track","Colorofacloud"," 2 ","2","9-2","Javier Tavares","Blanca Candelas"
"2021-05-21","AP","5","All Weather Track","Missen the Point"," 3 ","3","9-2","Pablo Morales","Justin Johns"
"2021-05-21","AP","5","All Weather Track","One Flashy Girl"," 4 ","4","7-2","Jareth Loveberry","Wayne Catalano"
"2021-05-21","AP","5","All Weather Track","Vegas Blue"," 5 ","5","8-1","Samuel Camacho, Jr.","Hugh Robertson"
"2021-05-21","AP","5","All Weather Track","U Can Do It"," 6 ","6","8-1","Olaf Hernandez","Manny Perez"
"2021-05-21","AP","5","All Weather Track","Valerie Valeski"," 7 ","7","10-1","Isaiah Wiseman","Thomas Swearingen"
"2021-05-21","AP","5","All Weather Track","Dorota"," 8 ","8","10-1","Alvin Ortiz","John Wainwright"
"2021-05-21","AP","5","All Weather Track","Summer Home"," 9 ","9","8-1","Carlos Ulloa","James Gulick"
"2021-05-21","AP","6","Turf","Chapel Barn"," 1 ","1","10-1","Julio Felix","Eduardo Rodriguez"
"2021-05-21","AP","6","Turf","Mister Charming"," 2 ","2","30-1","Isaiah Wiseman","Ida Spagnola"
"2021-05-21","AP","6","Turf","Cowboys Dream"," 3 ","3","15-1","Olaf Hernandez","Fernando Bahena"
"2021-05-21","AP","6","Turf","Roar of the Lion"," 4 ","4","12-1","Samuel Camacho, Jr.","Thomas Swearingen"
"2021-05-21","AP","6","Turf","Empty Holster"," 5 ","5","3-1","Jareth Loveberry","Larry Rivelli"
"2021-05-21","AP","6","Turf","Tornado Boy"," 6 ","6","10-1","Eduardo Gallardo","Earl Hughes"
"2021-05-21","AP","6","Turf","Botswana Taps"," 7 ","7","4-1","Pablo Morales","Wayne Catalano"
"2021-05-21","AP","6","Turf","The Gray Blur"," 8 ","8","5-1","Jose Lopez","Christopher Davis"
"2021-05-21","AP","6","Turf","Frankincense"," 9 ","9","9-2","Declan Carroll","Conor Murphy"
"2021-05-21","AP","6","Turf","River Finn","10 ","10","8-1","Edgar Perez","John Haran"
"2021-05-21","AP","6","Turf","Giant's Forrest","11 ","11","30-1","Rocco Bowen","Jeffery Jones"
"2021-05-21","AP","7","All Weather Track","Mr. Universe"," 1 ","1","10-1","Christopher Emigh","Gennadi Dorochenko"
