"Track","RaceNumber","HorsesRunning"
"DED","1","11"
"DED","2","9"
"DED","3","12"
"DED","4","9"
"DED","5","10"
"DED","6","10"
"DED","7","11"
"DED","8","12"
"DED","9","10"
"GP","1","16"
"GP","7","10"
"GP","8","9"
"GP","10","12"
"MVR","7","11"
"MVR","8","10"
"PEN","1","11"
"PEN","3","12"
"PEN","4","12"
"PEN","5","10"
"PEN","6","10"
"PEN","9","12"
"PEN","10","12"
"PEN","11","12"
"PRX","3","11"
"PRX","4","9"
"PRX","5","9"
"PRX","6","13"
"PRX","7","10"
"PRX","8","15"
"PRX","9","15"
"TAM","5","9"
"TAM","7","10"
"TAM","8","12"
"TAM","9","10"
