"Track","RaceNumber","HorsesRunning"
"FL","8","9"
"GP","1","14"
"GP","3","15"
"GRP","2","10"
"GRP","4","10"
"GRP","5","10"
"GRP","6","10"
"IND","7","9"
"IND","8","10"
"IND","10","12"
"IND","11","10"
"MNR","5","9"
"MNR","8","12"
"MVR","1","9"
"MVR","3","10"
"MVR","5","10"
"MVR","8","13"
"PRX","4","10"
"PRX","6","10"
"PRX","7","11"
"PRX","9","10"
"PRX","10","11"
"TUP","5","9"
"TUP","6","9"
"TUP","8","9"
"ZIA","1","9"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","5","12"
"ZIA","8","9"
"ZIA","10","9"
