"Track","RaceNumber","HorsesRunning"
"BEL","5","9"
"BEL","6","14"
"BEL","7","10"
"BEL","8","11"
"BEL","9","12"
"CD","2","16"
"CD","5","15"
"CD","7","13"
"CD","8","10"
"CD","9","15"
"GG","9","11"
"GP","10","9"
"LA","8","10"
"LBT","2","9"
"LS","1","9"
"LS","6","9"
"LS","8","11"
"MNR","1","10"
"MNR","7","9"
"MNR","8","9"
"MNR","9","9"
"RP","2","10"
"RP","3","10"
"RP","4","10"
"RP","5","10"
"RP","7","10"
"RP","8","10"
"RP","9","10"
"RP","10","12"
"SA","5","9"
"SA","9","14"
"SRP","1","12"
"SRP","3","12"
"SRP","9","11"
