"Track","RaceNumber","HorsesRunning"
"CD","1","9"
"CD","5","13"
"CD","6","9"
"CD","7","9"
"CD","8","10"
"CD","9","13"
"CD","10","9"
"CD","11","15"
"CT","4","9"
"CT","5","9"
"CT","6","14"
"CT","8","10"
"CT","9","10"
"DMR","2","9"
"DMR","3","9"
"DMR","4","13"
"DMR","5","9"
"DMR","6","10"
"DMR","7","10"
"DMR","8","14"
"FG","2","16"
"FG","3","14"
"FG","4","13"
"FG","5","16"
"FG","6","9"
"FG","7","14"
"FG","9","15"
"FG","10","13"
"KDF","1","24"
"LRL","4","9"
"LRL","6","9"
