"Track","RaceNumber","HorsesRunning"
"BEL","2","16"
"BEL","4","16"
"BEL","5","10"
"BEL","7","16"
"BEL","9","10"
"BEL","10","16"
"CD","4","12"
"CD","6","9"
"CD","7","9"
"CD","8","9"
"CD","9","9"
"CD","10","14"
"CT","2","9"
"CT","8","12"
"EQA","1","16"
"EQA","2","12"
"EQA","3","11"
"EQA","5","9"
"EVD","2","10"
"EVD","3","9"
"EVD","4","10"
"EVD","5","10"
"EVD","7","10"
"EVD","8","9"
"EVD","9","10"
"GG","3","9"
"GG","5","10"
"GPW","1","16"
"GPW","3","9"
"GPW","5","9"
"GPW","8","12"
"HAW","1","12"
"HAW","2","9"
"HAW","3","14"
"HAW","5","14"
"HAW","6","11"
"HAW","7","12"
"HAW","9","14"
"LRL","1","15"
"LRL","5","16"
"LRL","7","16"
"LRL","8","11"
"PEN","3","11"
"PEN","4","10"
"PEN","5","9"
"PEN","8","9"
"PEN","10","10"
"PEN","11","10"
"RP","1","9"
"RP","2","12"
"RP","3","9"
"RP","4","11"
"RP","5","12"
"RP","6","12"
"RP","7","11"
"RP","9","12"
"WRD","2","9"
"WRD","4","9"
"WRD","9","10"
"WRD","11","10"
"WRD","12","9"
