"Track","RaceNumber","HorsesRunning"
"AQU","3","9"
"AQU","5","9"
"AQU","6","9"
"AQU","8","10"
"CT","5","9"
"CT","8","10"
"EQA","1","12"
"EQA","2","10"
"EQA","3","11"
"EQA","5","12"
"EQC","1","9"
"EQC","3","14"
"FG","4","10"
"FG","5","9"
"FG","6","10"
"FG","9","9"
"GP","1","14"
"GP","4","10"
"GP","5","11"
"GP","7","10"
"GP","8","9"
"GP","10","12"
"HOU","1","9"
"HOU","5","12"
"HOU","6","10"
"HOU","7","11"
"HOU","10","11"
"KDF","2","24"
"LRL","5","9"
"LRL","6","10"
"LRL","8","12"
"LRL","9","10"
"OP","1","9"
"OP","2","11"
"OP","3","11"
"OP","4","14"
"OP","5","14"
"OP","6","11"
"OP","7","9"
"OP","9","14"
"PEN","3","12"
"PEN","6","10"
"PEN","8","9"
"PEN","10","9"
"PEN","11","11"
"SA","3","11"
"SA","4","10"
"SA","5","9"
"SA","6","13"
"SA","7","9"
"SA","8","14"
"TAM","6","12"
"TAM","8","11"
"TAM","10","10"
"TP","1","9"
"TP","2","13"
"TP","3","9"
"TP","4","14"
"TP","5","14"
"TP","6","13"
"TP","7","14"
"TP","8","14"
"TUP","7","9"
"TUP","8","9"
"TUP","9","9"
