"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-09-09","ALB","MAIDEN CLAIMING($6,500) ","5","Ritzy Storm","4-1"," 4 ","4","FTL","Attila's Storm"
"2020-09-09","BTP","MAIDEN SPECIAL WEIGHT ","3","Armada","7-2","1  ","2","FTL","Paynter"
"2020-09-09","BTP","MAIDEN SPECIAL WEIGHT ","3","Letshaveabrandy","12-1","2  ","1","FTL","Mizzen Mast"
"2020-09-09","BTP","MAIDEN SPECIAL WEIGHT ","3","Midnight Warship","5-1"," 3 ","3","FTL","Midshipman"
"2020-09-09","BTP","MAIDEN SPECIAL WEIGHT ","3","Sky Bolt","8-1","9  ","10","FTL","Sky Mesa"
"2020-09-09","BTP","MAIDEN SPECIAL WEIGHT ","3","Mini Musketier","20-1","10 ","11","FTL","Musketier*Ger"
"2020-09-09","CBY","MAIDEN CLAIMING($25,000) ","3","That's All Right","3-1"," 4 ","4","FTL","First Samurai"
"2020-09-09","CBY","MAIDEN CLAIMING($25,000) ","3","Tika Toy","10-1"," 6 ","6","FTL","Daaher"
"2020-09-09","DEL","MAIDEN CLAIMING($10,000) ","2","Belly Flop","4-1"," 2 ","2","FTL","Normandy Invasion"
"2020-09-09","DEL","WAIVER MAIDEN CLAIMING($20,000) ","6","Red Hood","20-1"," 3 ","3","FTL","Soldat"
"2020-09-09","DEL","WAIVER MAIDEN CLAIMING($20,000) ","6","Eloquence","12-1","11 ","11","FTL","Macho Uno"
"2020-09-09","IND","MAIDEN SPECIAL WEIGHT ","4","One by One","5-1"," 2 ","2","FTL","Street Boss"
"2020-09-09","IND","MAIDEN SPECIAL WEIGHT ","4","Miss Magdalena","15-1"," 4 ","4","FTL","Flashback"
"2020-09-09","IND","MAIDEN SPECIAL WEIGHT ","4","Escapeproof","12-1"," 8 ","8","FTL","Wicked Strong"
"2020-09-09","IND","MAIDEN SPECIAL WEIGHT ","4","Mrs Claus","9-2","11 ","11","FTL","Cairo Prince"
"2020-09-09","IND","MAIDEN SPECIAL WEIGHT ","7","Cecil's Angel","12-1"," 6 ","6","FTL","Blueskiesnrainbows"
"2020-09-09","IND","MAIDEN SPECIAL WEIGHT ","7","Azipass","8-1"," 7 ","7","FTL","Pass Rush"
"2020-09-09","IND","MAIDEN SPECIAL WEIGHT ","7","Quite Whimsical","30-1"," 9 ","9","FTL","Quite a Handful"
"2020-09-09","IND","MAIDEN CLAIMING($16,000) ","9","O Lucky Day","20-1","13 ","13","FTL","Itsmyluckyday"
"2020-09-09","IND","MAIDEN ","10","Pink Wave","10-1","10 ","10","FTL","Wave Carver"
"2020-09-09","LAD","MAIDEN SPECIAL WEIGHT ","1","Sugarland Express","12-1"," 1 ","1","FTL","Star Guitar"
"2020-09-09","LAD","MAIDEN SPECIAL WEIGHT ","1","Lang's Fir Doll","12-1"," 3 ","3","FTL","Langfuhr"
"2020-09-09","LAD","MAIDEN SPECIAL WEIGHT ","1","Iron Mandate","15-1"," 6 ","6","FTL","Strong Mandate"
"2020-09-09","LAD","MAIDEN SPECIAL WEIGHT ","1","Im Coming Over","20-1"," 7 ","7","FTL","Overanalyze"
"2020-09-09","LAD","MAIDEN SPECIAL WEIGHT ","1","Makati Phil","6-1"," 8 ","8","FTL","Apriority"
"2020-09-09","LAD","MAIDEN SPECIAL WEIGHT ","1","Crime Spree","7-2","12 ","12","FTL","Fort Larned"
"2020-09-09","LAD","MAIDEN SPECIAL WEIGHT ","1","No Cussing","20-1","14 ","14","FTL","Ole Rebel"
"2020-09-09","LAD","MAIDEN CLAIMING($5,000) ","7","Braizen Fire","30-1"," 7 ","7","FTL","Space Shot"
"2020-09-09","MNR","ALLOWANCE ","8","Jovial John","8-1"," 4 ","4","FTL","Machen"
"2020-09-09","PEN","MAIDEN SPECIAL WEIGHT ","9","Discreetly Tough","9-2"," 3 ","3","FTL","Discreet Cat"
"2020-09-09","PEN","MAIDEN SPECIAL WEIGHT ","9","Happywifehappylife","12-1"," 8 ","8","FTL","Strong Mandate"
"2020-09-09","PID","MAIDEN CLAIMING($20,000) ","4","Dr Parker","2-1","3  ","2","FTL","Maclean's Music"
"2020-09-09","PID","MAIDEN CLAIMING($20,000) ","4","Your Mom Knows","12-1","7  ","6","FTL","Tapizar"
"2020-09-09","PID","MAIDEN CLAIMING($20,000) ","4","Boom Sauce","12-1","10 ","12","FTL","Violence"
"2020-09-09","PRX","MAIDEN CLAIMING($10,000) ","2","Missing Hoover","7-2"," 4 ","4","FTL","Jump Start"
"2020-09-09","TDN","MAIDEN SPECIAL WEIGHT ","8","Hakman","6-1","1  ","3","FTL","Hakassan*Chi"
"2020-09-09","TDN","MAIDEN SPECIAL WEIGHT ","8","Adano","6-1","1A ","8","FTL","Tonalist"
"2020-09-09","TDN","MAIDEN SPECIAL WEIGHT ","8","Pompey's Rule","3-1","2  ","5","FTL","Missing Element"
"2020-09-09","TDN","MAIDEN SPECIAL WEIGHT ","8","Sunny Beast","9-2","4  ","2","FTL","The Big Beast"
"2020-09-09","TDN","MAIDEN SPECIAL WEIGHT ","8","Hurricane Nation","7-2"," 6 ","6","FTL","Great Notion"
