"Track","RaceNumber","HorsesRunning"
"ARP","1","10"
"ARP","2","10"
"ARP","6","9"
"ARP","7","9"
"ARP","9","12"
"DED","2","10"
"DED","3","9"
"DED","4","12"
"DED","5","12"
"DED","6","12"
"DED","7","9"
"DED","9","12"
"DEL","4","9"
"EVD","2","9"
"EVD","3","10"
"EVD","4","9"
"EVD","5","10"
"EVD","6","10"
"EVD","7","10"
"EVD","8","10"
"FL","10","9"
"IND","4","10"
"IND","5","11"
"IND","6","13"
"IND","7","9"
"KEE","2","16"
"KEE","4","10"
"KEE","6","13"
"KEE","8","16"
"KES","1","10"
"KES","2","13"
"KES","3","16"
"MNR","1","10"
"MNR","2","11"
"MNR","3","12"
"MNR","8","10"
"PID","5","10"
"PID","8","11"
"PRX","4","11"
"PRX","6","10"
"PRX","7","13"
"PRX","9","10"
"PRX","10","14"
"RP","5","10"
"RP","6","12"
"RP","7","12"
"RP","8","12"
"RP","9","11"
"TDN","4","9"
"TDN","5","9"
"TDN","7","10"
"TDN","8","9"
