"Track","RaceNumber","HorsesRunning"
"BEL","1","10"
"BEL","2","9"
"BEL","4","9"
"BEL","7","9"
"BEL","8","9"
"BEL","9","16"
"GP","2","10"
"GP","5","12"
"GP","9","15"
"HAW","2","11"
"HAW","3","9"
"HAW","4","12"
"HAW","5","10"
"HAW","6","14"
"HAW","7","11"
"HAW","8","10"
"HAW","9","12"
"KEE","2","16"
"KEE","6","16"
"KEE","8","10"
"KEE","10","16"
"KES","1","16"
"KES","2","10"
"KES","3","16"
"LA","5","9"
"LA","6","9"
"LA","8","9"
"LA","11","9"
"LRL","5","11"
"LRL","6","11"
"LRL","7","11"
"MNR","1","12"
"MNR","2","12"
"MNR","3","9"
"MNR","7","9"
"MNR","8","9"
"SA","1","9"
"SA","3","10"
"SA","5","14"
"SA","6","12"
"SA","7","9"
"SA","9","13"
"SPL","3","9"
"SPL","5","9"
"WRD","3","10"
"WRD","4","10"
"WRD","5","10"
"WRD","7","10"
"WRD","8","10"
"WRD","9","10"
"ZIA","1","10"
"ZIA","2","10"
"ZIA","3","9"
"ZIA","4","9"
"ZIA","5","9"
"ZIA","6","9"
"ZIA","8","9"
"ZIA","10","10"
"ZIA","11","10"
