"Track","RaceNumber","HorsesRunning"
"AZD","8","9"
"BTP","8","12"
"CBY","1","10"
"CBY","5","12"
"CBY","6","11"
"CBY","7","14"
"CBY","8","10"
"CNL","4","12"
"CNL","5","14"
"CNL","6","9"
"CNL","8","14"
"CNL","9","12"
"DEL","3","10"
"DEL","5","13"
"DEL","7","14"
"DEL","8","9"
"EVD","2","9"
"EVD","4","10"
"EVD","8","10"
"HOU","2","10"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","7","10"
"HOU","8","10"
"HOU","9","10"
"HOU","10","10"
"HOU","11","10"
"IND","6","9"
"IND","7","10"
"IND","8","11"
"MNR","8","9"
"PID","4","9"
"PID","8","10"
"PRX","7","12"
"PRX","9","14"
"PRX","10","9"
"PRX","11","11"
"SAR","3","16"
"SAR","7","12"
"SAR","9","9"
"SAR","10","16"
"TDN","2","9"
