"Track","RaceNumber","HorsesRunning"
"AQU","8","9"
"CT","5","11"
"CT","6","10"
"CT","7","10"
"CT","8","9"
"CT","9","10"
"DED","6","10"
"DED","7","9"
"DED","8","10"
"DED","9","12"
"FG","1","10"
"FG","2","10"
"FG","4","11"
"FG","5","12"
"FG","8","12"
"FG","9","12"
"GP","5","10"
"GP","10","14"
"HOU","3","10"
"HOU","7","11"
"HOU","8","10"
"HOU","10","11"
"LRL","2","9"
"LRL","4","9"
"LRL","5","11"
"LRL","6","9"
"TUP","1","11"
"TUP","2","11"
"TUP","3","11"
"TUP","5","10"
"TUP","7","12"
"TUP","8","9"
"TUP","9","10"
