"Track","RaceNumber","HorsesRunning"
"AQU","5","9"
"AQU","9","10"
"CT","3","10"
"CT","5","10"
"CT","8","10"
"EQC","1","11"
"EQC","2","10"
"EQC","3","14"
"EQC","4","9"
"FG","1","11"
"FG","2","11"
"FG","4","15"
"FG","5","16"
"FG","6","13"
"FG","7","16"
"FG","8","10"
"FG","9","9"
"FG","10","9"
"FG","11","11"
"FG","12","9"
"FG","13","11"
"GG","2","9"
"GG","5","12"
"GG","7","11"
"GG","9","10"
"GG","10","9"
"GP","1","16"
"GP","2","9"
"GP","4","10"
"GP","5","10"
"GP","7","10"
"GP","8","9"
"GP","10","9"
"GP","11","9"
"GP","12","16"
"HOU","1","9"
"HOU","5","9"
"LRL","5","9"
"LRL","6","9"
"LRL","8","9"
"MVR","2","9"
"MVR","3","9"
"MVR","4","11"
"MVR","5","12"
"MVR","6","10"
"MVR","7","12"
"MVR","8","16"
"MVR","9","13"
"SA","1","11"
"SA","3","9"
"SA","4","9"
"SA","5","13"
"SA","6","10"
"SA","7","9"
"SA","8","11"
"SA","9","11"
"SA","10","14"
"TAM","3","9"
"TAM","4","9"
"TAM","5","14"
"TAM","8","9"
"TAM","9","9"
"TAM","10","10"
"TAM","11","11"
"TP","1","9"
"TP","2","10"
"TP","4","10"
"TP","5","14"
"TP","6","10"
"TP","7","9"
"TP","8","14"
