"Track","RaceNumber","HorsesRunning"
"AP","5","9"
"AP","7","11"
"AP","8","9"
"BEL","1","11"
"BEL","2","9"
"BEL","4","16"
"BEL","5","12"
"BEL","6","9"
"BEL","7","16"
"BEL","8","10"
"BEL","9","9"
"BEL","10","15"
"CD","2","9"
"CD","3","12"
"CD","4","10"
"CD","8","9"
"CD","10","10"
"CD","11","9"
"CT","7","14"
"CT","8","12"
"DEL","3","11"
"DEL","4","9"
"DEL","5","9"
"DEL","6","10"
"DEL","7","14"
"DEL","9","9"
"EDR","1","9"
"EDR","2","10"
"ENG-CTM","3","13"
"ENG-CTM","5","14"
"ENG-CTM","6","9"
"ENG-CTM","7","12"
"EQC","4","11"
"EVD","5","9"
"FAN","5","10"
"FAN","7","9"
"FP","5","10"
"FP","7","9"
"GG","9","11"
"GP","1","16"
"GP","5","9"
"GP","10","15"
"GP","11","10"
"GP","12","15"
"GRM","1","12"
"GRM","2","9"
"GRM","4","9"
"GRM","6","10"
"GRM","7","10"
"GRM","8","9"
"GRM","9","11"
"HOU","1","10"
"HOU","2","10"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","7","10"
"HOU","8","10"
"HOU","9","10"
"HOU","10","10"
"HPO","7","10"
"LAD","1","10"
"LAD","3","9"
"LAD","5","9"
"LBT","2","10"
"LBT","3","10"
"LBT","4","12"
"LBT","6","9"
"LBT","7","12"
"LBT","8","10"
"LBT","9","10"
"LS","2","9"
"LS","5","11"
"LS","6","11"
"LS","7","12"
"LS","9","14"
"MTH","4","9"
"MTH","5","9"
"MTH","6","12"
"MTH","8","16"
"MTH","10","11"
"PIM","3","11"
"PIM","5","11"
"PIM","6","10"
"PIM","7","10"
"PIM","9","9"
"RP","1","10"
"RP","2","9"
"RP","3","12"
"RP","5","10"
"RP","6","10"
"RP","7","10"
"RP","9","12"
"RP","10","10"
"RP","11","10"
"RP","12","10"
"RUI","1","10"
"RUI","2","9"
"RUI","3","9"
"RUI","4","9"
"RUI","5","10"
"RUI","6","9"
"RUI","7","10"
"RUI","8","10"
"RUI","9","9"
"RUI","10","10"
"RUI","11","10"
"RUI","12","9"
"RUI","13","9"
"RUI","14","10"
"RUI","15","9"
"RUI","16","10"
"SA","4","11"
"SRP","1","12"
"SRP","2","12"
"SRP","3","12"
"SRP","4","12"
"SRP","5","12"
"SRP","6","12"
"SRP","8","9"
"SRP","9","11"
"SRP","10","11"
