"Track","RaceNumber","HorsesRunning"
"AQU","3","10"
"AQU","4","9"
"AQU","8","10"
"CT","2","9"
"CT","4","9"
"CT","5","9"
"CT","6","12"
"CT","7","9"
"CT","8","11"
"DED","1","11"
"DED","3","12"
"DED","5","12"
"DED","6","10"
"DED","7","10"
"DED","8","12"
"DED","9","10"
"FG","1","14"
"FG","4","15"
"FG","5","10"
"FG","6","13"
"FG","7","10"
"FG","8","13"
"FG","9","11"
"GP","1","9"
"GP","4","9"
"GP","5","9"
"GP","7","9"
"GP","10","11"
"HOU","2","10"
"HOU","3","9"
"HOU","5","11"
"HOU","6","10"
"HOU","7","10"
"HOU","8","13"
"HOU","9","9"
"HOU","10","12"
"TP","1","12"
"TP","2","13"
"TP","3","10"
"TP","4","14"
"TP","5","14"
"TP","6","14"
"TP","7","14"
"TP","8","14"
"TUP","7","9"
"TUP","9","10"
