"Track","RaceNumber","HorsesRunning"
"AQU","1","10"
"AQU","2","16"
"AQU","4","15"
"AQU","5","9"
"AQU","6","11"
"AQU","7","16"
"AQU","8","11"
"AQU","10","16"
"CD","5","11"
"CD","7","16"
"CD","9","9"
"DMR","1","10"
"DMR","4","10"
"DMR","5","12"
"DMR","7","10"
"DMR","8","10"
"DMR","9","10"
"GPW","1","16"
"GPW","3","13"
"GPW","5","16"
"GPW","7","10"
"GPW","8","9"
"GPW","9","16"
"HAW","1","14"
"HAW","5","13"
"HAW","6","12"
"HAW","8","11"
"LA","2","9"
"LA","3","9"
"LA","4","9"
"LA","5","9"
"LA","8","9"
"LA","10","9"
"LA","11","9"
"LRL","3","10"
"LRL","5","12"
"LRL","7","11"
"LRL","8","9"
"LS","2","10"
"LS","3","12"
"LS","4","10"
"LS","6","12"
"LS","7","9"
"LS","8","10"
"LS","9","12"
"LS","10","10"
"LS","11","12"
"LS","12","12"
"MNR","1","10"
"MNR","2","11"
"MNR","5","10"
"MNR","6","13"
"MNR","7","14"
"MNR","8","10"
"MNR","9","14"
