"Track","RaceNumber","HorsesRunning"
"AP","8","10"
"BTP","1","10"
"BTP","5","10"
"BTP","6","11"
"BTP","7","12"
"BTP","8","11"
"CT","7","12"
"CT","8","11"
"DMR","2","9"
"DMR","3","9"
"DMR","5","10"
"DMR","6","12"
"DMR","7","10"
"ELP","6","13"
"ELP","7","9"
"ELP","8","11"
"ELP","9","14"
"ENG-CTM","2","12"
"ENG-CTM","3","12"
"ENG-CTM","4","9"
"ENG-CTM","7","11"
"ENG-CTM","8","13"
"EQA","1","10"
"EQA","2","11"
"EQA","3","12"
"EQA","4","11"
"EQA","5","9"
"EVD","1","10"
"EVD","4","9"
"EVD","5","11"
"EVD","7","11"
"EVD","8","12"
"EVD","9","11"
"GG","5","9"
"GG","8","9"
"GP","3","9"
"GP","5","10"
"GP","6","9"
"GP","7","10"
"GP","8","11"
"GP","9","11"
"KDF","7","24"
"LRL","4","9"
"LRL","5","9"
"LRL","6","10"
"LRL","7","12"
"LRL","8","9"
"MTH","5","10"
"MTH","6","9"
"PEN","2","11"
"PEN","3","11"
"PEN","4","11"
"PRM","3","10"
"PRM","7","9"
"PRM","11","10"
"RET","1","10"
"RET","2","10"
"RET","3","10"
"RET","7","10"
"RET","9","10"
"RET","10","10"
"RUI","1","10"
"RUI","5","12"
"RUI","6","12"
"SAR","3","10"
"SAR","6","11"
"SAR","7","9"
"SAR","8","9"
"SAR","9","11"
"SAR","10","11"
