"Track","RaceNumber","HorsesRunning"
"AP","8","10"
"BEL","2","9"
"BEL","4","10"
"BEL","6","12"
"BEL","9","14"
"BTP","4","9"
"BTP","7","10"
"BTP","8","9"
"CD","1","12"
"CD","2","11"
"CD","3","9"
"CD","4","16"
"CD","5","14"
"CD","8","16"
"CD","9","11"
"CD","10","9"
"CD","11","16"
"CT","3","11"
"CT","4","11"
"CT","5","9"
"CT","7","10"
"CT","8","10"
"EDR","6","10"
"ENG-CTM","1","14"
"ENG-CTM","2","9"
"ENG-CTM","4","10"
"ENG-CTM","5","14"
"ENG-CTM","6","9"
"ENG-CTM","7","9"
"EVD","9","9"
"FMT","9","9"
"FMT","11","10"
"GP","1","9"
"GP","2","9"
"GP","4","14"
"GP","7","13"
"GP","9","9"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","7","10"
"HOU","8","10"
"HOU","9","10"
"HOU","10","10"
"LRC","6","9"
"LRC","8","10"
"LS","6","12"
"LS","7","10"
"LS","8","9"
"LS","9","12"
"MTH","3","16"
"MTH","5","9"
"PEN","2","10"
"PEN","3","12"
"PEN","4","12"
"PIM","1","15"
"PIM","3","16"
"PIM","5","15"
"PIM","6","10"
"PIM","7","13"
"PRM","10","11"
"RUI","1","10"
"RUI","2","9"
"RUI","3","10"
"RUI","4","9"
"RUI","5","10"
"RUI","7","10"
"RUI","8","10"
