"Track","RaceNumber","HorsesRunning"
"AQU","3","9"
"AQU","5","11"
"AQU","6","9"
"AQU","8","10"
"DED","1","9"
"DED","5","9"
"DED","6","12"
"DED","7","10"
"DED","8","11"
"DED","9","10"
"EQC","1","10"
"EQC","3","13"
"FG","3","10"
"FG","4","11"
"FG","5","9"
"FG","6","10"
"FG","8","16"
"FG","9","9"
"GP","9","12"
"LRL","4","11"
"LRL","5","14"
"LRL","6","10"
"LRL","7","12"
"MVR","3","9"
"MVR","5","9"
"MVR","6","14"
"MVR","7","10"
"MVR","8","10"
"MVR","9","11"
"PRX","2","9"
"PRX","4","10"
"PRX","6","10"
"PRX","9","13"
"PRX","10","10"
"SA","3","10"
"SA","5","14"
"SA","8","10"
"SA","9","13"
"TUP","5","10"
"TUP","6","10"
"TUP","7","12"
