"Track","RaceNumber","HorsesRunning"
"AQU","2","16"
"AQU","3","14"
"AQU","4","9"
"AQU","5","11"
"AQU","6","15"
"CT","2","9"
"CT","3","13"
"CT","5","9"
"CT","6","9"
"CT","8","12"
"DED","1","9"
"DED","3","9"
"DED","4","9"
"DED","6","12"
"DED","7","11"
"DED","8","10"
"DED","9","10"
"FG","8","11"
"FG","9","11"
"GG","4","9"
"GG","6","9"
"GG","8","11"
"GG","9","9"
"GP","1","16"
"GP","3","9"
"GP","4","14"
"GP","5","9"
"GP","6","12"
"GP","7","12"
"GP","8","13"
"GP","9","11"
"GP","10","10"
"GP","11","14"
"HAW","3","9"
"HAW","5","10"
"HAW","8","10"
"LRC","9","9"
"LRL","1","10"
"LRL","4","9"
"LRL","5","10"
"LRL","6","10"
"LRL","7","11"
"LS","2","9"
"LS","3","9"
"LS","4","10"
"LS","5","11"
"LS","6","10"
"LS","7","10"
"LS","8","10"
"LS","9","12"
"LS","10","12"
"MVR","5","9"
"MVR","8","10"
"OP","3","9"
"OP","5","14"
"OP","6","10"
"OP","7","12"
"OP","8","9"
"OP","9","10"
"OP","10","14"
"RP","6","12"
"RP","9","9"
"TAM","3","9"
"TAM","4","12"
"TAM","5","13"
"TAM","6","10"
"TAM","7","10"
"TAM","8","11"
"TAM","9","10"
"TAM","10","11"
"TP","1","12"
"TP","2","10"
"TP","3","14"
"TP","4","14"
"TP","5","10"
"TP","6","11"
"TP","7","11"
"TP","8","14"
