"Track","RaceNumber","HorsesRunning"
"CNL","1","14"
"CNL","2","14"
"CNL","3","11"
"CNL","5","14"
"CNL","6","14"
"CNL","7","10"
"CNL","8","14"
"CNL","9","13"
"CNL","11","12"
"DED","1","10"
"DED","5","10"
"DED","6","10"
"DED","7","10"
"DED","8","10"
"DED","9","10"
"DEL","4","9"
"DEL","5","14"
"DEL","7","12"
"DEL","8","10"
"ENG-CTM","1","9"
"ENG-CTM","3","10"
"ENG-CTM","4","10"
"ENG-CTM","8","14"
"FL","8","10"
"FMT","10","9"
"FMT","11","10"
"FMT","13","10"
"IND","4","10"
"IND","6","12"
"IND","8","14"
"IND","9","10"
"IND","10","10"
"LAD","2","9"
"LAD","5","11"
"LAD","7","9"
"MNR","2","12"
"MNR","5","9"
"MNR","8","10"
"PID","4","11"
"PID","6","9"
"PID","8","11"
"PRM","7","10"
"PRM","8","9"
"PRX","7","16"
"PRX","8","9"
"PRX","9","10"
"PRX","10","13"
