"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-05-25","BTP","MAIDEN CLAIMING($10,000) ","3","Chillville","9-2"," 1 ","1","FTL","Much the Best"
"2021-05-25","BTP","MAIDEN SPECIAL WEIGHT ","8","Football Mom","20-1"," 2 ","2","FTL","Turbo Compressor"
"2021-05-25","BTP","MAIDEN SPECIAL WEIGHT ","8","Classic Tale Saver","8-1"," 6 ","6","FTL","Super Saver"
"2021-05-25","BTP","MAIDEN SPECIAL WEIGHT ","8","Sky Heaven","10-1"," 8 ","8","FTL","Sky Mesa"
"2021-05-25","DED","MAIDEN CLAIMING($10,000) ","1","Chris Is Special","15-1"," 1 ","1","FTL","Furyofthewind"
"2021-05-25","DED","MAIDEN CLAIMING($10,000) ","1","Jrs Shiny Lil Piloto","15-1"," 2 ","2","FTL","Mr Piloto"
"2021-05-25","DED","MAIDEN CLAIMING($10,000) ","1","Rl Jet Freight","4-1"," 4 ","4","FTL","Freighttrain B"
"2021-05-25","DED","MAIDEN CLAIMING($10,000) ","1","Igot Sumting Special","20-1"," 5 ","5","FTL","Igotyourtac"
"2021-05-25","DED","MAIDEN CLAIMING($10,000) ","1","Ajs Fast Beduino","10-1"," 6 ","6","FTL","Ajs Fast Dash"
"2021-05-25","DED","MAIDEN ","6","Hill Song","6-1"," 2 ","2","FTL","Heza Fast Dash"
"2021-05-25","DED","MAIDEN ","6","First Cash Warrior 3","12-1"," 6 ","6","FTL","Copacorona Special"
"2021-05-25","DED","MAIDEN ","6","Devins Secret Jet","8-1"," 9 ","9","FTL","Jet Black Patriot"
"2021-05-25","DED","MAIDEN CLAIMING($10,000) ","10","Prscamptowncovergirl","15-1"," 8 ","8","FTL","Jess Louisiana Blue"
"2021-05-25","FL","MAIDEN CLAIMING($7,500) ","2","Catskill Rivers","6-1"," 1 ","1","FTL","Frost Giant"
"2021-05-25","FP","MAIDEN SPECIAL WEIGHT ","3","Lori Attack","30-1"," 1 ","1","FTL","Forest Attack"
"2021-05-25","FP","MAIDEN SPECIAL WEIGHT ","3","Ghaaleb's Domain","6-1"," 3 ","3","FTL","Ghaaleb"
"2021-05-25","FP","MAIDEN CLAIMING($4,000) ","5","Mia Money","12-1"," 5 ","5","FTL","Guest Star"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","4","Baby Vincent","20-1"," 3 ","3","FTL","Overanalyze"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","4","King Social","20-1"," 6 ","6","FTL","Perfect Circle"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","4","Bluemoon Justice","10-1"," 7 ","7","FTL","Harry's Holiday"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","4","Rotary Dial","20-1"," 9 ","9","FTL","Dialed In"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","7","Whatstheconnection","8-1"," 1 ","1","FTL","Connect"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","7","Gryphon","30-1"," 3 ","3","FTL","Flintshire*GB"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","7","Oro Azteca","8-1"," 4 ","4","FTL","Goldencents"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","7","Thelonious","8-1"," 6 ","6","FTL","Commissioner"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","7","Romancer","5-2"," 9 ","9","FTL","Carpe Diem"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","7","Mowins","30-1","10 ","10","FTL","Mohaymen"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","7","Overly Critical","6-1","11 ","11","FTL","Overanalyze"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","8","Calidus","5-1"," 6 ","6","FTL","Latent Heat"
"2021-05-25","IND","MAIDEN SPECIAL WEIGHT ","9","Checkwiththedevil","30-1"," 8 ","8","FTL","Daredevil"
"2021-05-25","IND","MAIDEN ","10","Moonfall","15-1"," 8 ","8","FTL","First Moonflash"
"2021-05-25","IND","MAIDEN ","11","Famous Beach","15-1"," 1 ","1","FTL","Escondido Beach"
"2021-05-25","IND","MAIDEN ","11","Dashing Features","15-1"," 5 ","5","FTL","Cartels Feature"
"2021-05-25","IND","MAIDEN ","11","My Royal Maiden","10-1"," 6 ","6","FTL","My Royal Wagon"
"2021-05-25","IND","MAIDEN ","11","Hez a Little Cutie","20-1"," 7 ","7","FTL","Hez Our Secret"
"2021-05-25","IND","MAIDEN ","11","Lf Toby One","15-1"," 8 ","8","FTL","One Famous Versace"
"2021-05-25","IND","MAIDEN ","11","Lexus Beach","5-2"," 9 ","9","FTL","Escondido Beach"
"2021-05-25","IND","MAIDEN ","11","Tooyahbooya Dhd","8-1","10 ","10","FTL","Capo de Capi"
"2021-05-25","LAD","MAIDEN SPECIAL WEIGHT ","7","Cameo Dancer","8-1"," 3 ","3","FTL","Cameo Appearance"
"2021-05-25","PRX","MAIDEN CLAIMING($25,000) ","7","Grandpa Dominick","12-1"," 4 ","4","FTL","Orb"
"2021-05-25","PRX","MAIDEN CLAIMING($25,000) ","7","Tiddly Wink","12-1"," 6 ","6","FTL","Broken Vow"
"2021-05-25","TDN","MAIDEN SPECIAL WEIGHT ","1","Midnight Warship","2-1"," 5 ","5","FTL","Midshipman"
"2021-05-25","TDN","MAIDEN CLAIMING($25,000) ","8","Stay Thirsty Amigo","9-2"," 2 ","2","FTL","Stay Thirsty"
"2021-05-25","WRD","MAIDEN SPECIAL WEIGHT ","4","Pretty Smart Joy","20-1"," 5 ","5","FTL","Daareb"
"2021-05-25","WRD","MAIDEN CLAIMING($15,000) ","7","R Letta Hit","12-1"," 3 ","3","FTL","Lockout"
