"Track","RaceNumber","HorsesRunning"
"AZD","2","10"
"BTP","2","9"
"BTP","7","16"
"BTP","8","9"
"CBY","4","9"
"CBY","5","10"
"CBY","6","10"
"CBY","7","10"
"CBY","8","12"
"CBY","11","10"
"CNL","5","9"
"CNL","7","9"
"CNL","8","12"
"CNL","9","12"
"FAN","7","10"
"FL","9","9"
"IND","4","9"
"IND","6","10"
"IND","8","9"
"LAD","1","9"
"LAD","5","11"
"LAD","6","9"
"MNR","1","12"
"MNR","2","9"
"MNR","8","9"
"PEN","3","9"
"PID","4","12"
"PID","5","11"
"PID","6","9"
"PID","8","14"
"PRX","4","10"
"PRX","8","12"
"PRX","9","10"
"PRX","10","15"
