"Track","RaceNumber","HorsesRunning"
"AZD","9","9"
"BTP","8","9"
"CBY","4","10"
"CBY","5","9"
"CBY","6","14"
"CBY","8","10"
"DED","1","9"
"DED","4","9"
"DED","6","9"
"DED","7","9"
"DED","8","10"
"DED","9","10"
"GRP","3","10"
"GRP","8","9"
"IND","5","10"
"IND","6","9"
"IND","7","12"
"IND","8","10"
"IND","9","9"
"IND","10","12"
"IND","11","12"
"LAD","7","11"
"MNR","1","12"
"PEN","1","11"
"PEN","2","10"
"PEN","3","12"
"PEN","4","10"
"PID","2","10"
"PID","3","9"
"PID","4","11"
"PID","5","12"
"PID","8","14"
"PRX","4","11"
"PRX","8","9"
"PRX","10","11"
"PRX","11","14"
"TDN","2","10"
"TDN","4","9"
