"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-10-07","BTP","MAIDEN CLAIMING($5,000) ","3","Dial Mr Prospector","12-1","5  ","6","FTL","Family Calling"
"2020-10-07","BTP","MAIDEN CLAIMING($5,000) ","6","Princess Preslee","12-1","7  ","8","FTL","Thabazimbi"
"2020-10-07","DEL","MAIDEN CLAIMING($15,000) ","2","Admiral's Boy","10-1"," 3 ","3","FTL","Admiral Kitten"
"2020-10-07","DEL","MAIDEN SPECIAL WEIGHT ","7","Arzak","6-1"," 4 ","4","FTL","Not This Time"
"2020-10-07","DEL","MAIDEN SPECIAL WEIGHT ","7","T Minus Ten","8-1"," 7 ","7","FTL","Mineshaft"
"2020-10-07","FL","MAIDEN CLAIMING($5,000) ","8","John Want Revenge","15-1"," 4 ","4","FTL","I Want Revenge"
"2020-10-07","IND","MAIDEN SPECIAL WEIGHT ","2","Shy Money","12-1"," 6 ","6","FTL","Unbridled Express"
"2020-10-07","IND","MAIDEN SPECIAL WEIGHT ","2","Hitthefloorrunning","5-1"," 8 ","8","FTL","Unbridled Express"
"2020-10-07","IND","MAIDEN ","10","Payoffs Drive By","20-1"," 9 ","9","FTL","Sc Payoff"
"2020-10-07","MNR","MAIDEN SPECIAL WEIGHT ","4","Yesiknowwhoiam","8-5"," 6 ","6","FTL","Bobalicious"
"2020-10-07","MNR","MAIDEN SPECIAL WEIGHT ","5","Count Frost","6-1"," 3 ","3","FTL","Frost Giant"
"2020-10-07","MNR","MAIDEN SPECIAL WEIGHT ","5","Dauer","12-1","8  ","8","FTL","Dominus"
"2020-10-07","MTH","MAIDEN CLAIMING($18,000) ","10","Competitive Rate","6-1"," 4 ","4","FTL","Competitive Edge"
"2020-10-07","MTH","MAIDEN CLAIMING($18,000) ","10","Dixieland Darling","6-1"," 7 ","7","FTL","Treasure Beach*GB"
"2020-10-07","PEN","MAIDEN SPECIAL WEIGHT ","2","Found Out","10-1"," 4 ","4","FTL","Outflanker"
"2020-10-07","PID","MAIDEN CLAIMING($15,000) ","2","Charlie's Traffic","10-1","10 ","10","FTL","Cross Traffic"
"2020-10-07","PID","MAIDEN SPECIAL WEIGHT ","5","Montrichard","20-1"," 3 ","3","FTL","Normandy Invasion"
"2020-10-07","PID","MAIDEN SPECIAL WEIGHT ","5","Dynamore","12-1"," 4 ","4","FTL","Temple City"
"2020-10-07","PRX","MAIDEN SPECIAL WEIGHT ","2","Downtown Doc Brown","7-2","1  ","2","FTL","Uptowncharlybrown"
"2020-10-07","PRX","MAIDEN SPECIAL WEIGHT ","2","Missed the Bus","20-1"," 4 ","4","FTL","Uptowncharlybrown"
"2020-10-07","PRX","MAIDEN SPECIAL WEIGHT ","8","Imminent Danger","20-1","3  ","2","FTL","Congrats"
"2020-10-07","PRX","MAIDEN SPECIAL WEIGHT ","8","Crypt","8-1","6  ","8","FTL","Jump Start"
"2020-10-07","RP","CLAIMING($7,500) ","5","Catale Cole Man","15-1"," 3 ","3","FTL","Kick On"
"2020-10-07","ZIA","MAIDEN ","1","Granite Canyon","20-1"," 7 ","7","FTL","Separatist"
"2020-10-07","ZIA","MAIDEN ","1","Mirandas Miracle","20-1"," 8 ","8","FTL","Hearts Miracle"
"2020-10-07","ZIA","MAIDEN ","1","Classic Dual","30-1","12 ","12","FTL","First Down Dash"
"2020-10-07","ZIA","MAIDEN ","3","I Lead When I Dance","15-1"," 3 ","3","FTL","Corona Cartel"
