"Track","RaceNumber","HorsesRunning"
"AQU","1","16"
"AQU","2","9"
"AQU","3","14"
"AQU","4","14"
"AQU","5","12"
"AQU","6","12"
"AQU","8","14"
"AQU","9","13"
"AQU","10","12"
"CD","4","9"
"CD","6","12"
"CD","7","14"
"CD","8","10"
"CD","11","13"
"DMR","3","10"
"DMR","5","12"
"DMR","7","9"
"DMR","9","14"
"EVD","8","9"
"GG","8","11"
"GPW","1","9"
"GPW","3","13"
"GPW","9","16"
"HAW","1","13"
"HAW","2","14"
"HAW","3","9"
"HAW","4","10"
"HAW","5","9"
"HAW","6","9"
"HAW","7","9"
"HAW","9","13"
"LA","8","9"
"LRL","3","14"
"LRL","5","10"
"LRL","8","10"
"LRL","9","10"
"LS","1","12"
"LS","2","12"
"LS","6","10"
"LS","8","12"
"LS","9","12"
"LS","10","12"
"LS","11","12"
"LS","12","12"
"MVR","7","11"
"MVR","8","11"
"RP","2","9"
"RP","4","11"
"RP","6","12"
"RP","8","10"
"RP","9","12"
"WRD","3","9"
"WRD","5","10"
"WRD","6","10"
"WRD","7","10"
"WRD","9","10"
"WRD","10","10"
"WRD","11","10"
"WRD","12","10"
