"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-07-09","AP","MAIDEN CLAIMING($25,000) ","2","Fox Able Charlie","6-1"," 4 ","4","FTL","Liaison"
"2021-07-09","AP","MAIDEN SPECIAL WEIGHT ","6","Vietnam","10-1"," 1 ","1","FTL","Violence"
"2021-07-09","AP","MAIDEN CLAIMING($10,000) ","8","Chocolate Bunny","15-1"," 8 ","8","FTL","Baletmeister"
"2021-07-09","BEL","ALLOWANCE ","3","Made In Italy (IRE)","5-2"," 1 ","1","FTL","Mukhadram*GB"
"2021-07-09","BEL","MAIDEN CLAIMING($25,000) ","5","Tootsie's Song","6-1","12 ","12","FTL","Stay Thirsty"
"2021-07-09","BTP","MAIDEN CLAIMING($12,500) ","3","Dantrum","12-1","13 ","13","FTL","Shanghai Bobby"
"2021-07-09","BTP","Jim Morgan Memorial Tah Dah S.","7","Pacific Coast","9-5","1A ","2","FTL","Exaggerator"
"2021-07-09","BTP","Jim Morgan Memorial Tah Dah S.","7","Kenzielu","10-1","2  ","3","FTL","Same As"
"2021-07-09","CT","MAIDEN SPECIAL WEIGHT ","3","Megalodon'srevenge","30-1"," 4 ","4","FTL","Bittel Road"
"2021-07-09","CT","MAIDEN SPECIAL WEIGHT ","5","Modern Day Romance","15-1"," 4 ","4","FTL","Limehouse"
"2021-07-09","DED","TRIALS ","8","Sandstone","20-1"," 2 ","2","FTL","Heza Fast Dash"
"2021-07-09","DED","TRIALS ","9","Liza First Blood","20-1"," 6 ","6","FTL","Apollitical Blood"
"2021-07-09","DED","TRIALS ","10","Rocking Bar","15-1"," 5 ","5","FTL","Five Bar Cartel"
"2021-07-09","EVD","MAIDEN SPECIAL WEIGHT ","2","Astro Flash","2-1"," 1 ","1","FTL","Astrology"
"2021-07-09","EVD","MAIDEN SPECIAL WEIGHT ","2","Les and Madge","5-1"," 2 ","2","FTL","Tapiture"
"2021-07-09","EVD","MAIDEN SPECIAL WEIGHT ","2","Ironit","4-1"," 4 ","4","FTL","Iron Fist"
"2021-07-09","EVD","MAIDEN CLAIMING($5,000) ","7","Jays Riverwrangler","5-2"," 8 ","8","FTL","Bind"
"2021-07-09","EVD","MAIDEN CLAIMING($10,000) ","9","Kim's Parrain","6-1"," 2 ","2","FTL","Matzoh Toga"
"2021-07-09","EVD","MAIDEN CLAIMING($10,000) ","9","Madi Strong","12-1"," 7 ","7","FTL","Awesome Sword"
"2021-07-09","FAN","MAIDEN SPECIAL WEIGHT ","5","Creal Angel","15-1"," 6 ","6","FTL","West Ranger"
"2021-07-09","FAN","MAIDEN SPECIAL WEIGHT ","5","Dancin At Midnight","10-1"," 7 ","7","FTL","Bandbox"
"2021-07-09","FMT","TRIALS ","3","Secret On the Track","12-1"," 6 ","6","FTL","Jess Valentine"
"2021-07-09","FMT","TRIALS ","7","Apolitical Premier","3-1"," 6 ","6","FTL","Apollitical Blood"
"2021-07-09","FMT","TRIALS ","10","Ei Flamas Rr","8-1"," 2 ","2","FTL","Capo de Capi"
"2021-07-09","FMT","TRIALS ","10","One Up You","12-1"," 5 ","5","FTL","One Fabulous Eagle"
"2021-07-09","GP","CLAIMING($10,000) ","5","Soul Dancer","6-1","11 ","11","FTL","Chitu"
"2021-07-09","GP","ALLOWANCE OPTIONAL CLAIMING($75,000) ","8","Mister Luigi","12-1"," 6 ","6","FTL","Ghostzapper"
"2021-07-09","GP","MAIDEN CLAIMING($12,500) ","9","Lady Jae","8-1"," 2 ","2","FTL","Big Drama"
"2021-07-09","HOU","TRIALS ","3","Dash Master Hc","10-1"," 1 ","1","FTL","Dash Master Jess"
"2021-07-09","HOU","TRIALS ","6","Fire in Her Eyez","9-5"," 3 ","3","FTL","Pyc Prize Time"
"2021-07-09","HOU","TRIALS ","7","Cartel Stone","15-1"," 7 ","7","FTL","Kiss My Hocks"
"2021-07-09","HOU","TRIALS ","9","One to Celebrate","10-1"," 4 ","4","FTL","Ec Jet One"
"2021-07-09","HOU","TRIALS ","9","Shes Got Courage","8-1"," 7 ","7","FTL","Captain Courage"
"2021-07-09","HOU","TRIALS ","10","Donttemptthisnatural","12-1"," 6 ","6","FTL","Kiss My Hocks"
"2021-07-09","HOU","MAIDEN ","11","Runanway First","12-1"," 6 ","6","FTL","Winners Award"
"2021-07-09","HOU","MAIDEN ","11","Viva Le Zoom","8-1"," 9 ","9","FTL","Zoomin for Bux"
