"Track","RaceNumber","HorsesRunning"
"EQC","2","11"
"EQC","3","9"
"EQC","4","9"
"FG","1","11"
"FG","2","10"
"FG","4","10"
"FG","6","10"
"FG","7","11"
"FG","8","9"
"FG","9","9"
"FON","8","10"
"GG","7","9"
"GG","8","11"
"GG","9","9"
"GP","1","16"
"GP","4","9"
"GP","6","11"
"GP","7","10"
"GP","8","10"
"GP","10","9"
"GP","12","14"
"LAD","1","10"
"LAD","2","10"
"LAD","3","10"
"LAD","5","9"
"LAD","7","10"
"LRL","7","9"
"OP","2","14"
"OP","3","10"
"OP","4","11"
"OP","5","10"
"OP","7","9"
"OP","8","12"
"OP","10","12"
"SA","1","12"
"SA","6","10"
"SA","7","9"
"SA","9","9"
"TAM","2","14"
"TAM","3","14"
"TAM","5","10"
"TAM","7","9"
"TAM","8","10"
"TAM","9","11"
